name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,start
Trishna,2019,51.51834,-0.153031,Marylebone,United Kingdom,W1U 3DG,Indian,1500,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,1
Roganic,2019,51.518314,-0.1520875,Marylebone,United Kingdom,W1U 3DB,Creative British,1500,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,1
Locanda Locatelli,2019,51.51514,-0.15675,Marylebone,United Kingdom,W1H 7JZ,Italian,1500,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,1
Texture,2019,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,1500,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,1
Portland,2019,51.519726,-0.142555,Regent's Park,United Kingdom,W1W 6QQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,1
Harwood Arms,2019,51.48291,-0.19651,Fulham,United Kingdom,SW6 1QP,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,1
Pied à Terre,2019,51.519,-0.13511,Bloomsbury,United Kingdom,W1T 2NH,Creative,1500,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,1
The Ninth,2019,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,1500,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,1
Kai,2019,51.50871,-0.15162,Mayfair,United Kingdom,W1K 2QU,Chinese,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,1
Pollen Street Social,2019,51.5133,-0.14234,Mayfair,United Kingdom,W1S 1NQ,Creative,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,1
Hakkasan Mayfair,2019,51.51037,-0.14475,Mayfair,United Kingdom,W1J 6QB,Chinese,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,1
The Square,2019,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,1
Alyn Williams at The Westbury,2019,51.51118,-0.14303,Mayfair,United Kingdom,W1S 2YF,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,1
Benares,2019,51.50973,-0.14494,Mayfair,United Kingdom,W1J 6BS,Indian,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,1
Hakkasan Hanway Place,2019,51.5171,-0.13144,Bloomsbury,United Kingdom,W1T 1HD,Chinese,1500,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,1
Social Eating House,2019,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,1
Galvin at Windows,2019,51.50539,-0.15039,Mayfair,United Kingdom,W1K 1BE,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,1
Murano,2019,51.50707,-0.14722,Mayfair,United Kingdom,W1J 5PP,Italian,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,1
Marcus,2019,51.50171,-0.15614,Belgravia,United Kingdom,SW1X 7RL,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,1
Sabor,2019,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,1
Clock House,2019,51.30044,-0.49287,Ripley,United Kingdom,GU23 6AQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,1
Yauatcha Soho,2019,51.51367,-0.1352,Soho,United Kingdom,W1F 0DL,Chinese,1500,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,1
Céleste,2019,51.502422,-0.1522617,Belgravia,United Kingdom,SW1X 7TA,Creative French,1500,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,1
Gymkhana,2019,51.50854,-0.14154,Mayfair,United Kingdom,W1S 4JH,Indian,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,1
Amaya,2019,51.49912,-0.15731,Belgravia,United Kingdom,SW1X 8JT,Indian,1500,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,1
Pétrus,2019,51.49951,-0.15662,Belgravia,United Kingdom,SW1X 8EA,French,1500,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,1
Veeraswamy,2019,51.51008,-0.13809,Mayfair,United Kingdom,W1B 4RS,Indian,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,1
Barrafina,2019,51.51375,-0.1318,Soho,United Kingdom,W1D 3LL,Spanish,1500,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,1
Hide,2019,51.506077,-0.144289,Mayfair,United Kingdom,W1J 7NB,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,1
Ritz Restaurant,2019,51.50728,-0.14141,Westminster,United Kingdom,W1J 9BR,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,1
Elystan Street,2019,51.49124,-0.16724,Chelsea,United Kingdom,SW3 3NT,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,1
Seven Park Place,2019,51.50623,-0.13998,Saint James's,United Kingdom,SW1A 1LS,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,1
Ikoyi,2019,51.509212,-0.1334389,Saint James's,United Kingdom,SW1Y 4AH,Creative,1500,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,1
Aquavit,2019,51.508713,-0.1334072,Saint James's,United Kingdom,SW1Y 4QQ,Scandinavian,1500,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082,1
Five Fields,2019,51.49168,-0.16124,Chelsea,United Kingdom,SW3 2SP,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,1
Dining Room at The Goring,2019,51.49763,-0.14556,Victoria,United Kingdom,SW1W 0JW,Traditional British,1500,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring,1
St John,2019,51.52064,-0.10133,Clerkenwell,United Kingdom,EC1M 4AY,Traditional British,1500,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,1
Quilon,2019,51.49863,-0.13726,Victoria,United Kingdom,SW1E 6AF,Indian,1500,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,1
Club Gascon,2019,51.51857,-0.10031,London,United Kingdom,EC1A 9DS,French,1500,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,1
A. Wong,2019,51.49318,-0.14128,Victoria,United Kingdom,SW1V 1DE,Chinese,1500,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong,1
The Clove Club,2019,51.52711,-0.07927,Shoreditch,United Kingdom,EC1V 9LT,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,1
Leroy,2019,51.524086,-0.0815337,Shoreditch,United Kingdom,EC2A 4NU,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,1
Angler,2019,51.51894,-0.08625,Finsbury,United Kingdom,EC2M 2AF,Seafood,1500,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235,1
Brat,2019,51.52427,-0.0767681,Shoreditch,United Kingdom,E1 6JL,Traditional British,1500,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat,1
Lyle's,2019,51.52378,-0.07704,Shoreditch,United Kingdom,E1 6JJ,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,1
Galvin La Chapelle,2019,51.52032,-0.0781,Spitalfields,United Kingdom,E1 6DY,French,1500,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,1
City Social,2019,51.51521,-0.08431,City of London,United Kingdom,EC2N 1HQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social,1
La Dame de Pic,2019,51.510372,-0.0788981,City of London,United Kingdom,EC3N 4AJ,Modern French,1500,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,1
Story,2019,51.50268,-0.07774,Bermondsey,United Kingdom,SE1 2JX,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,1
Trinity,2019,51.46336,-0.14148,Clapham Common,United Kingdom,SW4 0JG,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,1
Chez Bruce,2019,51.44607,-0.16553,Wandsworth,United Kingdom,SW17 7EG,French,1500,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce,1
Sorrel,2019,51.228825,-0.3346741,Dorking,United Kingdom,RH4 2JU,Modern British,1500,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,1
Restaurant Tristan,2019,51.062347,-0.326034,Horsham,United Kingdom,RH12 1HU,Modern British,1500,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,1
Gravetye Manor,2019,51.08932,-0.05691,Gravetye,United Kingdom,RH19 4LJ,Modern British,1500,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,1
The Sportsman,2019,51.34392,0.95885,Seasalter,United Kingdom,CT5 4BP,Modern British,1500,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,1
West House,2019,51.11521,0.64215,Biddenden,United Kingdom,TN27 8AH,Modern British,1500,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,1
Fordwich Arms,2019,51.295284,1.1261871,Fordwich,United Kingdom,CT2 0DB,Modern cuisine,1500,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,1
Samphire,2019,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,JE2 4TQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,1
Bohemia,2019,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,JE2 4UH,Modern cuisine,1500,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia,1
SENNS.Restaurant,2019,47.83636,13.06389,Salzburg,Austria,5020,Creative,3000,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,2
Ikarus,2019,47.79536,13.00695,Salzburg,Austria,5020,Creative,3000,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,2
Mraz & Sohn,2019,48.23129,16.37637,Wien,Austria,1200,Creative,3000,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,2
Konstantin Filippou,2019,48.21056,16.37996,Wien,Austria,1010,Modern cuisine,3000,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,2
Silvio Nickol Gourmet Restaurant,2019,48.20558,16.37693,Wien,Austria,1010,Modern cuisine,3000,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2
Steirereck im Stadtpark,2019,48.20229,16.3805,Wien,Austria,1030,Creative,3000,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,2
Baumé,2019,37.4285,-122.14272,South San Francisco,California,94306,Contemporary,2800,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2
Commis,2019,37.82476,-122.25505,San Francisco,California,94601,Contemporary,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2
Californios,2019,37.75555,-122.417145,San Francisco,California,94110,Mexican,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,2
Lazy Bear,2019,37.760204,-122.41969,San Francisco,California,94110,Contemporary,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2
Saison,2019,37.76327,-122.41543,San Francisco,California,94107,Californian,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2
Campton Place,2019,37.78923,-122.40665,San Francisco,California,94108,Indian,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,2
Coi,2019,37.79812,-122.40331,San Francisco,California,94133,Contemporary,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2
Acquerello,2019,37.79167,-122.42131,San Francisco,California,94109,Italian,2800,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,2
Urasawa,2019,34.067352,-118.40067,Los Angeles,California,90210,Japanese,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,2
Sushi Ginza Onodera,2019,34.08238,-118.37654,Los Angeles,California,2500,Japanese,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,2
Somni,2019,34.070095,-118.37649,Los Angeles,California,90048,Contemporary,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2
Providence,2019,34.083523,-118.33019,Los Angeles,California,90028,Seafood,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2
n/naka,2019,34.02526,-118.41206,Los Angeles,California,90034,Contemporary,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2
Vespertine,2019,34.024204,-118.38166,Los Angeles,California,90232,Contemporary,2800,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2
Smyth,2019,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,2800,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2
Oriole,2019,41.886196,-87.64513,Chicago,Chicago,60661,Contemporary,2800,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2
Acadia,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,2800,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2
KOKS,2019,62.13667,-7.022025,Leynar,Denmark,335,Creative,2800,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,2
Henne Kirkeby Kro,2019,55.72682,8.242021,Henne,Denmark,6854,Classic cuisine,2600,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,2
a‚o‚c,2019,55.68305,12.58921,København,Denmark,1302 K,Modern cuisine,2800,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,2
noma,2019,55.68332,12.61006,København,Denmark,1432 K,Creative,2800,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,2
Kadeau Copenhagen,2019,55.67219,12.58848,København,Denmark,1408 K,Modern cuisine,2800,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,2
Spondi,2019,37.96525,23.742971,Athína,Greece,116 36,French,3000,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,2
Sun Tung Lok,2019,22.30099,114.17221,Hong Kong,Hong Kong,2500,Cantonese,2400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2
Yan Toh Heen,2019,22.293337,114.17395,Hong Kong,Hong Kong,2500,Cantonese,2600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,2
Tin Lung Heen,2019,22.30357,114.16007,Hong Kong,Hong Kong,2500,Cantonese,2600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,2
Tenku RyuGin,2019,22.30331,114.16021,Hong Kong,Hong Kong,2500,Japanese,3000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,2
Forum,2019,22.281616,114.1824,Hong Kong,Hong Kong,2500,Cantonese,2400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,2
Sushi Saito,2019,22.286467,114.15677,Hong Kong,Hong Kong,2500,Sushi,3000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,2
Pierre,2019,22.282127,114.15948,Hong Kong,Hong Kong,2500,French contemporary,2800,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,2
Ying Jee Club,2019,22.284338,114.156654,Hong Kong,Hong Kong,2500,Cantonese,2400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,2
Écriture,2019,22.28315,114.1554,Hong Kong,Hong Kong,2500,French contemporary,2600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,2
Ta Vie,2019,22.282766,114.15529,Hong Kong,Hong Kong,2500,Innovative,3000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,2
Amber,2019,22.280596,114.15764,Hong Kong,Hong Kong,2500,French contemporary,2800,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032,2
Kashiwaya,2019,22.280643,114.15674,Hong Kong,Hong Kong,2500,Japanese,2800,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,2
Onyx,2019,47.49712,19.05067,Budapest,Hungary,1051,Modern cuisine,3000,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,2
Feng Wei Ju,2019,22.18996,113.54794,Macau,Macau,2500,Hunanese and Sichuan,2200,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,2
Golden Flower,2019,22.18753,113.54806,Macau,Macau,2500,Chinese,2400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,2
Mizumi (Macau),2019,22.188755,113.54488,Macau,Macau,2500,Japanese,2400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2
The Tasting Room,2019,22.14958,113.56505,Macau,Macau,2500,French contemporary,2600,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,2
Alain Ducasse at Morpheus,2019,22.14293,113.563774,Macau,Macau,2500,French contemporary,3000,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,2
L'Atelier de Joël Robuchon,2019,40.742905,-74.00769,New York,New York City,2500,French,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2
Jungsik,2019,40.718685,-74.00911,New York,New York City,10013,Korean,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2
Atera,2019,40.716797,-74.00565,New York,New York City,10013,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,2
Jean-Georges,2019,40.76907,-73.98155,New York,New York City,10023,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2
Marea,2019,40.76749,-73.98114,New York,New York City,10019,Seafood,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2
Gabriel Kreuther,2019,40.75397,-73.982025,New York,New York City,10036,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2
Ichimura at Uchū,2019,40.721832,-73.99012,New York,New York City,10002,Japanese,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2
Sushi Ginza Onodera,2019,40.752396,-73.981575,New York,New York City,10017,Japanese,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2
Ko,2019,40.72909,-73.98448,New York,New York City,10003,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2
The Modern,2019,40.76106,-73.97628,New York,New York City,10019,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2
Aquavit,2019,40.76078,-73.97214,New York,New York City,10022,Scandinavian,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2
Daniel,2019,40.7666,-73.96745,New York,New York City,10065,French,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2
Aska,2019,40.71222,-73.96642,New York,New York City,11249,Scandinavian,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2
Blanca,2019,40.70492,-73.93354,New York,New York City,11206,Contemporary,2800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2
Patrick Guilbaud,2019,53.33893,-6.25283,City Centre,Ireland,D2,Modern French,2500,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,2
Oro,2019,-22.98601,-43.22471,Rio de Janeiro - 22441,Rio de Janeiro,15,creative,3000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,2
Tuju,2019,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,1,creative,3000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,2
D.O.M.,2019,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,11,creative,3000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,2
Kojima,2019,37.52559,127.04193,Seoul,South Korea,2500,Sushi,3000,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,2
Jungsik,2019,37.525585,127.04107,Seoul,South Korea,2500,Korean contemporary,2600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,2
Kwonsooksoo,2019,37.526752,127.03571,Seoul,South Korea,2500,Korean,2600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,2
Mingles,2019,37.52219,127.0392,Seoul,South Korea,2500,Korean contemporary,2600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,2
Alla Prima,2019,37.51844,127.03008,Seoul,South Korea,2500,Innovative,2600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,2
Waku Ghin,2018,1.283175,103.8598,Singapore,Singapore,2500,Japanese contemporary,3000,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,2
Odette,2018,1.2896459,103.8516,Singapore,Singapore,2500,French contemporary,2800,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,2
Shoukouwa,2018,1.2863698,103.854,Singapore,Singapore,2500,Sushi,3000,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,2
Shisen Hanten,2018,1.302395,103.8365,Singapore,Singapore,2500,Chinese,2200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,2
Les Amis,2018,1.3066648,103.8314,Singapore,Singapore,2500,French,2600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,2
Fäviken Magasinet,2019,63.43626,13.29337,Järpen,Sweden,837 94,Creative,2800,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,2
Gastrologik,2019,59.33365,18.0807,Stockholm,Sweden,114 51,Creative,2800,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,2
Oaxen Krog,2019,59.322342,18.101831,Stockholm,Sweden,11521,Creative,2800,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,2
Vollmers,2019,55.604427,12.995848,Malmö,Sweden,21133,Creative,2800,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,2
Daniel Berlin,2019,55.61246,13.99265,Skåne-Tranås,Sweden,273 92,Creative,2800,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin,2
RAW,2019,25.082666,121.559525,Taipei,Taipei,110,Innovative,2600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,2
Shoun RyuGin,2019,25.08258,121.5595,Taipei,Taipei,110,Japanese contemporary,2800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,2
Taïrroir,2019,25.082718,121.559296,Taipei,Taipei,110,Innovative,2600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,2
Sushi Amamoto,2019,25.037945,121.55487,Taipei,Taipei,110,Sushi,2800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,2
The Guest House,2019,25.04486,121.52198,Taipei,Taipei,110,Sichuan-Huai Yang,2400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2
Gaggan,2019,13.737679,100.542145,Bangkok,Thailand,2500,Innovative,3000,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,2
Sühring,2019,13.710947,100.545654,Bangkok,Thailand,2500,European contemporary,2800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,2
Mezzaluna,2019,13.722148,100.51691,Bangkok,Thailand,2500,Innovative,3000,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,2
Le Normandie,2019,13.723197,100.513855,Bangkok,Thailand,2500,French contemporary,2800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,2
minibar,2019,38.896294,-77.02386,"Washington, D.C.",Washington DC,20004,Contemporary,2800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2
Pineapple and Pearls,2019,38.880707,-76.99514,"Washington, D.C.",Washington DC,20003,Contemporary,2800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2
Andrew Fairlie at Gleneagles,2019,56.28339,-3.75149,Auchterarder,United Kingdom,PH3 1NF,Creative French,2500,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,2
L'Enclume,2019,54.201885,-2.953807,Cartmel,United Kingdom,LA11 6PZ,Creative,2500,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,2
Raby Hunt,2019,54.56647,-1.689258,Summerhouse,United Kingdom,DL2 3UD,Modern British,2500,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,2
Moor Hall,2019,53.54162,-2.8895495,Aughton,United Kingdom,L39 6RT,Modern British,2500,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,2
Restaurant Sat Bains,2019,52.92438,-1.1733198,Nottingham,United Kingdom,NG7 2SA,Creative,2500,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,2
Restaurant Nathan Outlaw,2019,50.594086,-4.82854,Port Isaac,United Kingdom,PL29 3SB,Seafood,2500,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,2
Belmond Le Manoir aux Quat' Saisons,2019,51.71674,-1.09187,Great Milton,United Kingdom,OX44 7PD,French,2500,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,2
Midsummer House,2019,52.21243,0.12779,Cambridge,United Kingdom,CB4 1HA,Modern cuisine,2500,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,2
Hand and Flowers,2019,51.57031,-0.78113,Marlow,United Kingdom,SL7 2BP,Modern British,2500,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,2
Ledbury,2019,51.51674,-0.20007,North Kensington,United Kingdom,W11 2AQ,Modern cuisine,2500,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,2
CORE by Clare Smyth,2019,51.51261,-0.2030516,North Kensington,United Kingdom,W11 2PN,Modern British,2500,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth,2
